-- JAN
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00001', 1, '01-JAN-2020', '03-JAN-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00807', 7, '11-OCT-2020', '13-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00808', 8, '12-OCT-2020', '14-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00809', 9, '12-OCT-2020', '14-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00810', 10, '12-OCT-2020', '14-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00811', 11, '13-OCT-2020', '15-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00812', 12, '13-OCT-2020', '15-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00813', 13, '13-OCT-2020', '15-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00814', 14, '14-OCT-2020', '16-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00815', 15, '14-OCT-2020', '16-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00816', 16, '14-OCT-2020', '16-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00817', 17, '15-OCT-2020', '17-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00818', 18, '15-OCT-2020', '17-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00819', 19, '15-OCT-2020', '17-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00820', 20, '16-OCT-2020', '18-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00821', 21, '16-OCT-2020', '18-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00822', 22, '16-OCT-2020', '18-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00823', 23, '17-OCT-2020', '19-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00824', 24, '17-OCT-2020', '19-OCT-2020' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00825', 25, '17-OCT-2020', '19-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00826', 26, '18-OCT-2020', '20-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00827', 27, '18-OCT-2020', '20-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00828', 28, '18-OCT-2020', '20-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00829', 29, '19-OCT-2020', '21-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00830', 30, '19-OCT-2020', '21-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00831', 31, '19-OCT-2020', '21-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00832', 32, '20-OCT-2020', '22-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00833', 33, '20-OCT-2020', '22-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00834', 34, '20-OCT-2020', '22-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00835', 35, '21-OCT-2020', '23-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00836', 36, '21-OCT-2020', '23-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00837', 37, '21-OCT-2020', '23-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00837', 105, '21-OCT-2020', '23-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00837', 106, '21-OCT-2020', '23-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00838', 38, '22-OCT-2020', '24-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00839', 39, '22-OCT-2020', '24-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00840', 40, '22-OCT-2020', '24-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00841', 41, '23-OCT-2020', '25-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00842', 42, '23-OCT-2020', '25-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00843', 43, '24-OCT-2020', '26-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00844', 44, '24-OCT-2020', '26-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00845', 45, '25-OCT-2020', '27-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00846', 46, '25-OCT-2020', '27-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00847', 47, '26-OCT-2020', '28-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00848', 48, '26-OCT-2020', '28-OCT-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00849', 49, '27-OCT-2020', '29-OCT-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00850', 50, '27-OCT-2020', '29-OCT-2020' , 3);



--NOV
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00851', 51, '01-NOV-2020', '03-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00852', 52, '01-NOV-2020', '03-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00853', 53, '01-NOV-2020', '03-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00854', 54, '02-NOV-2020', '04-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00855', 55, '02-NOV-2020', '04-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00856', 56, '02-NOV-2020', '04-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00857', 57, '02-NOV-2020', '04-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00858', 58, '03-NOV-2020', '05-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00859', 59, '03-NOV-2020', '05-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00860', 60, '03-NOV-2020', '05-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00861', 61, '04-NOV-2020', '06-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00862', 62, '04-NOV-2020', '06-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00863', 63, '04-NOV-2020', '06-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00864', 64, '05-NOV-2020', '07-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00865', 65, '05-NOV-2020', '07-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00866', 66, '05-NOV-2020', '07-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00867', 67, '06-NOV-2020', '08-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00868', 68, '06-NOV-2020', '08-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00869', 69, '06-NOV-2020', '08-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00870', 70, '07-NOV-2020', '09-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00871', 71, '07-NOV-2020', '09-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00872', 72, '07-NOV-2020', '09-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00872', 108, '07-NOV-2020', '09-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00872', 107, '07-NOV-2020', '09-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00873', 73, '08-NOV-2020', '10-NOV-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00874', 74, '08-NOV-2020', '10-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00875', 75, '08-NOV-2020', '10-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00876', 76, '09-NOV-2020', '11-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00877', 77, '09-NOV-2020', '11-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00878', 78, '09-NOV-2020', '11-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00879', 79, '10-NOV-2020', '12-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00880', 80, '10-NOV-2020', '12-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00881', 81, '10-NOV-2020', '12-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00882', 82, '11-NOV-2020', '13-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00883', 83, '11-NOV-2020', '13-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00884', 84, '11-NOV-2020', '13-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00885', 85, '12-NOV-2020', '14-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00886', 86, '12-NOV-2020', '14-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00887', 87, '12-NOV-2020', '14-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00888', 88, '13-NOV-2020', '15-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00889', 89, '13-NOV-2020', '15-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00890', 90, '13-NOV-2020', '15-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00891', 91, '14-NOV-2020', '16-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00892', 92, '14-NOV-2020', '16-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00893', 93, '14-NOV-2020', '16-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00894', 94, '15-NOV-2020', '17-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00895', 95, '15-NOV-2020', '17-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00896', 96, '15-NOV-2020', '17-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00897', 97, '16-NOV-2020', '18-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00898', 98, '16-NOV-2020', '18-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00899', 99, '16-NOV-2020', '18-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00900', 100, '17-NOV-2020', '19-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00901', 1, '17-NOV-2020', '19-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00902', 2, '17-NOV-2020', '19-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00903', 3, '18-NOV-2020', '20-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00904', 4, '18-NOV-2020', '20-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00905', 5, '18-NOV-2020', '20-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00906', 6, '19-NOV-2020', '21-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00907', 7, '19-NOV-2020', '21-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00908', 8, '19-NOV-2020', '21-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00909', 9, '20-NOV-2020', '22-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00910', 10, '20-NOV-2020', '22-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00911', 11, '20-NOV-2020', '22-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00912', 12, '21-NOV-2020', '23-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00913', 13, '21-NOV-2020', '23-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00914', 14, '21-NOV-2020', '23-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00915', 15, '22-NOV-2020', '24-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00916', 16, '22-NOV-2020', '24-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00917', 17, '22-NOV-2020', '24-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00918', 18, '23-NOV-2020', '25-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00919', 19, '23-NOV-2020', '25-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00920', 20, '24-NOV-2020', '26-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00921', 21, '24-NOV-2020', '26-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00922', 22, '25-NOV-2020', '27-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00923', 23, '25-NOV-2020', '27-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00924', 24, '26-NOV-2020', '28-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00925', 25, '26-NOV-2020', '28-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00926', 26, '27-NOV-2020', '29-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00927', 27, '27-NOV-2020', '29-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00928', 28, '27-NOV-2020', '29-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00929', 29, '27-NOV-2020', '29-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00930', 30, '27-NOV-2020', '29-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00931', 31, '27-NOV-2020', '29-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00932', 32, '27-NOV-2020', '29-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00933', 33, '27-NOV-2020', '29-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00934', 34, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00935', 35, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00936', 36, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00937', 37, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00938', 38, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00939', 39, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00940', 40, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00941', 41, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00942', 42, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00943', 43, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00944', 44, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00945', 45, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00946', 46, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00947', 47, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00948', 48, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00949', 49, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00950', 50, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00951', 51, '28-NOV-2020', '30-NOV-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00952', 52, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00953', 53, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00954', 54, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00955', 55, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00956', 56, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00957', 57, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00958', 58, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00959', 59, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00960', 60, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00961', 61, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00961', 104, '29-NOV-2020', '01-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00961', 101, '29-NOV-2020', '01-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00962', 62, '29-NOV-2020', '01-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00963', 63, '30-NOV-2020', '02-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00964', 64, '30-NOV-2020', '02-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00965', 65, '30-NOV-2020', '02-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00966', 66, '30-NOV-2020', '02-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00967', 67, '30-NOV-2020', '02-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00968', 68, '30-NOV-2020', '02-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00969', 69, '30-NOV-2020', '02-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00970', 70, '30-NOV-2020', '02-DEC-2020' , 3);



--DEC
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00971', 71, '01-DEC-2020', '03-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00972', 72, '01-DEC-2020', '03-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00973', 73, '01-DEC-2020', '03-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00974', 74, '02-DEC-2020', '04-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00975', 75, '02-DEC-2020', '04-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00976', 76, '02-DEC-2020', '04-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00977', 77, '02-DEC-2020', '04-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00978', 78, '03-DEC-2020', '05-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00979', 79, '03-DEC-2020', '05-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00980', 80, '03-DEC-2020', '05-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00981', 81, '04-DEC-2020', '06-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00982', 82, '04-DEC-2020', '06-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00983', 83, '04-DEC-2020', '06-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00983', 104, '04-DEC-2020', '06-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00983', 105, '04-DEC-2020', '06-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00984', 84, '05-DEC-2020', '07-DEC-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00985', 85, '05-DEC-2020', '07-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00986', 86, '05-DEC-2020', '07-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00987', 87, '06-DEC-2020', '08-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00988', 88, '06-DEC-2020', '08-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00989', 89, '06-DEC-2020', '08-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00989', 107, '06-DEC-2020', '08-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00989', 108, '06-DEC-2020', '08-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00990', 90, '07-DEC-2020', '09-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00991', 91, '07-DEC-2020', '09-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00992', 92, '07-DEC-2020', '09-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00993', 93, '08-DEC-2020', '10-DEC-2020' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00994', 94, '08-DEC-2020', '10-DEC-2020' , 3);
